################################################################################
#
# Includes account 89 (Project=LWAradio)
# Generated on Fri Dec 13 11:51:32 2013.
# Reporting account activity from -Infinity to Now.
#
################################################################################

Beginning Balance:                 0.00
------------------ --------------------
Total Credits:                     0.00
Total Debits:                -784171.40
------------------ --------------------
Ending Balance:              3215828.60

Warning: A discrepancy of         -14400000000 credits was detected
UsageRecord Charge 10004    LWAradio ilikeit torque   -227.87 2013-07-08 13:09:14 
UsageRecord Charge 10005    LWAradio ilikeit torque   -227.16 2013-07-08 13:14:10 
UsageRecord Charge 10007    LWAradio ilikeit torque   -208.84 2013-07-08 14:32:59 
UsageRecord Charge 10006    LWAradio ilikeit torque   -303.64 2013-07-08 15:03:15 
UsageRecord Charge 10008    LWAradio ilikeit torque   -208.84 2013-07-08 15:51:23 
UsageRecord Charge 10009    LWAradio ilikeit torque   -222.80 2013-07-08 16:26:52 
UsageRecord Charge 10010    LWAradio ilikeit torque   -206.58 2013-07-08 17:08:59 
UsageRecord Charge 10011    LWAradio ilikeit torque   -192.71 2013-07-08 17:39:25 
UsageRecord Charge 10012    LWAradio ilikeit torque   -159.78 2013-07-08 18:09:16 
UsageRecord Charge 10013    LWAradio ilikeit torque   -125.38 2013-07-08 18:26:56 
UsageRecord Charge 10014    LWAradio ilikeit torque   -113.82 2013-07-08 18:52:12 
UsageRecord Charge 10015    LWAradio ilikeit torque    -92.36 2013-07-08 19:01:38 
UsageRecord Charge 10016    LWAradio ilikeit torque    -82.18 2013-07-08 19:23:05 
UsageRecord Charge 10017    LWAradio ilikeit torque    -70.89 2013-07-08 19:28:31 
UsageRecord Charge 10018    LWAradio ilikeit torque    -58.58 2013-07-08 19:45:18 
UsageRecord Charge 10019    LWAradio ilikeit torque    -56.31 2013-07-08 19:49:54 
UsageRecord Charge 10020    LWAradio ilikeit torque    -50.67 2013-07-08 20:04:25 
UsageRecord Charge 10021    LWAradio ilikeit torque    -45.73 2013-07-08 20:07:26 
UsageRecord Charge 10022    LWAradio ilikeit torque    -45.07 2013-07-08 20:21:23 
UsageRecord Charge 10023    LWAradio ilikeit torque    -40.04 2013-07-08 20:22:29 
UsageRecord Charge 10025    LWAradio ilikeit torque    -31.29 2013-07-08 20:34:29 
UsageRecord Charge 10024    LWAradio ilikeit torque    -37.64 2013-07-08 20:35:46 
UsageRecord Charge 10026    LWAradio ilikeit torque    -32.44 2013-07-08 20:47:06 
UsageRecord Charge 10027    LWAradio ilikeit torque    -32.04 2013-07-08 20:47:56 
UsageRecord Charge 10029    LWAradio ilikeit torque    -25.56 2013-07-08 20:57:59 
UsageRecord Charge 10028    LWAradio ilikeit torque    -29.02 2013-07-08 20:58:20 
UsageRecord Charge 10030    LWAradio ilikeit torque    -27.47 2013-07-08 21:08:27 
UsageRecord Charge 10031    LWAradio ilikeit torque    -26.53 2013-07-08 21:08:28 
UsageRecord Charge 10033    LWAradio ilikeit torque    -21.73 2013-07-08 21:16:42 
UsageRecord Charge 10032    LWAradio ilikeit torque    -25.96 2013-07-08 21:18:42 
UsageRecord Charge 10034    LWAradio ilikeit torque    -29.16 2013-07-08 21:27:45 
UsageRecord Charge 10035    LWAradio ilikeit torque    -25.56 2013-07-08 21:28:29 
UsageRecord Charge 10037    LWAradio ilikeit torque    -22.98 2013-07-08 21:37:32 
UsageRecord Charge 10036    LWAradio ilikeit torque    -30.71 2013-07-08 21:39:32 
UsageRecord Charge 10038    LWAradio ilikeit torque    -22.80 2013-07-08 21:46:28 
UsageRecord Charge 10039    LWAradio ilikeit torque    -24.31 2013-07-08 21:48:49 
UsageRecord Charge 10041    LWAradio ilikeit torque    -18.04 2013-07-08 21:55:47 
UsageRecord Charge 10040    LWAradio ilikeit torque    -24.84 2013-07-08 21:56:19 
UsageRecord Charge 10042    LWAradio ilikeit torque   -212.71 2013-07-08 23:16:01 
UsageRecord Charge 10043    LWAradio ilikeit torque   -222.44 2013-07-08 23:19:57 
UsageRecord Charge 10044    LWAradio ilikeit torque   -233.87 2013-07-09 00:44:13 
UsageRecord Charge 10045    LWAradio ilikeit torque   -232.13 2013-07-09 00:47:23 
UsageRecord Charge 10046    LWAradio ilikeit torque   -247.96 2013-07-09 02:17:43 
UsageRecord Charge 10047    LWAradio ilikeit torque   -252.62 2013-07-09 02:22:12 
UsageRecord Charge 9997     LWAradio ilikeit torque  -3200.40 2013-07-09 03:28:20 
UsageRecord Charge 9994     LWAradio ilikeit torque  -3202.80 2013-07-09 03:28:47 
UsageRecord Charge 9995     LWAradio ilikeit torque  -3202.22 2013-07-09 03:28:49 
UsageRecord Charge 9996     LWAradio ilikeit torque  -3203.42 2013-07-09 03:29:28 
UsageRecord Charge 10048    LWAradio ilikeit torque   -235.73 2013-07-09 03:46:36 
UsageRecord Charge 10049    LWAradio ilikeit torque   -229.20 2013-07-09 03:48:39 
UsageRecord Charge 10052    LWAradio ilikeit torque   -205.11 2013-07-09 04:46:15 
UsageRecord Charge 10053    LWAradio ilikeit torque   -207.78 2013-07-09 04:47:53 
UsageRecord Charge 10051    LWAradio ilikeit torque   -210.93 2013-07-09 04:48:14 
UsageRecord Charge 10050    LWAradio ilikeit torque   -232.31 2013-07-09 04:55:42 
UsageRecord Charge 10055    LWAradio ilikeit torque   -201.11 2013-07-09 05:04:09 
UsageRecord Charge 10054    LWAradio ilikeit torque   -209.51 2013-07-09 05:05:26 
UsageRecord Charge 10058    LWAradio ilikeit torque   -109.20 2013-07-09 05:29:38 
UsageRecord Charge 10059    LWAradio ilikeit torque    -97.51 2013-07-09 05:32:25 
UsageRecord Charge 10061    LWAradio ilikeit torque    -73.38 2013-07-09 05:33:28 
UsageRecord Charge 10057    LWAradio ilikeit torque   -132.13 2013-07-09 05:37:55 
UsageRecord Charge 10060    LWAradio ilikeit torque    -91.42 2013-07-09 05:38:32 
UsageRecord Charge 10056    LWAradio ilikeit torque   -169.20 2013-07-09 05:49:53 
UsageRecord Charge 10064    LWAradio ilikeit torque    -54.00 2013-07-09 05:54:09 
UsageRecord Charge 10063    LWAradio ilikeit torque    -61.73 2013-07-09 05:55:42 
UsageRecord Charge 10065    LWAradio ilikeit torque    -50.62 2013-07-09 05:57:11 
UsageRecord Charge 10066    LWAradio ilikeit torque    -49.73 2013-07-09 05:57:21 
UsageRecord Charge 10062    LWAradio ilikeit torque    -80.44 2013-07-09 05:59:52 
UsageRecord Charge 10067    LWAradio ilikeit torque    -57.60 2013-07-09 06:11:33 
UsageRecord Charge 10068    LWAradio ilikeit torque    -63.02 2013-07-09 06:18:10 
UsageRecord Charge 10071    LWAradio ilikeit torque    -56.98 2013-07-09 06:18:59 
UsageRecord Charge 10069    LWAradio ilikeit torque    -62.09 2013-07-09 06:19:10 
UsageRecord Charge 10070    LWAradio ilikeit torque    -58.62 2013-07-09 06:19:27 
UsageRecord Charge 10072    LWAradio ilikeit torque    -58.04 2013-07-09 06:21:55 
UsageRecord Charge 10073    LWAradio ilikeit torque    -62.98 2013-07-09 06:35:14 
UsageRecord Charge 10077    LWAradio ilikeit torque    -60.00 2013-07-09 06:42:16 
UsageRecord Charge 10076    LWAradio ilikeit torque    -61.60 2013-07-09 06:42:43 
UsageRecord Charge 10075    LWAradio ilikeit torque    -66.09 2013-07-09 06:43:49 
UsageRecord Charge 10074    LWAradio ilikeit torque    -69.82 2013-07-09 06:44:26 
UsageRecord Charge 10078    LWAradio ilikeit torque    -62.80 2013-07-09 06:45:57 
UsageRecord Charge 10079    LWAradio ilikeit torque    -71.29 2013-07-09 07:02:26 
UsageRecord Charge 10082    LWAradio ilikeit torque    -63.07 2013-07-09 07:07:59 
UsageRecord Charge 10080    LWAradio ilikeit torque    -70.04 2013-07-09 07:09:03 
UsageRecord Charge 10081    LWAradio ilikeit torque    -71.64 2013-07-09 07:09:53 
UsageRecord Charge 10083    LWAradio ilikeit torque    -67.87 2013-07-09 07:10:15 
UsageRecord Charge 10084    LWAradio ilikeit torque    -64.80 2013-07-09 07:10:30 
UsageRecord Charge 10085    LWAradio ilikeit torque    -24.67 2013-07-09 07:12:08 
UsageRecord Charge 10091    LWAradio ilikeit torque   -209.02 2013-07-09 08:29:10 
UsageRecord Charge 10088    LWAradio ilikeit torque   -215.02 2013-07-09 08:30:02 
UsageRecord Charge 10090    LWAradio ilikeit torque   -215.56 2013-07-09 08:31:12 
UsageRecord Charge 10089    LWAradio ilikeit torque   -230.04 2013-07-09 08:36:13 
UsageRecord Charge 10087    LWAradio ilikeit torque   -237.16 2013-07-09 08:37:12 
UsageRecord Charge 10265    LWAradio ilikeit torque   -103.64 2013-07-09 15:59:41 
UsageRecord Charge 10262    LWAradio ilikeit torque   -849.33 2013-07-09 20:30:15 
UsageRecord Charge 10261    LWAradio ilikeit torque   -850.18 2013-07-09 20:30:24 
UsageRecord Charge 10263    LWAradio ilikeit torque   -851.82 2013-07-09 20:31:22 
UsageRecord Charge 10264    LWAradio ilikeit torque   -852.98 2013-07-09 20:31:53 
UsageRecord Charge 10272    LWAradio ilikeit torque     -6.54 2013-07-09 23:12:45 
UsageRecord Charge 10295    LWAradio ilikeit torque  -1612.53 2013-07-10 22:55:29 
UsageRecord Charge 10294    LWAradio ilikeit torque  -1618.40 2013-07-10 22:57:38 
UsageRecord Charge 10296    LWAradio ilikeit torque  -1647.82 2013-07-10 23:08:53 
UsageRecord Charge 10297    LWAradio ilikeit torque  -1650.00 2013-07-10 23:09:30 
UsageRecord Charge 10328    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:21 
UsageRecord Charge 10331    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:25 
UsageRecord Charge 10329    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:25 
UsageRecord Charge 10336    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:29 
UsageRecord Charge 10337    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:33 
UsageRecord Charge 10333    LWAradio ilikeit torque     -0.53 2013-07-11 08:50:37 
UsageRecord Charge 10338    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:42 
UsageRecord Charge 10339    LWAradio ilikeit torque     -0.22 2013-07-11 08:50:43 
UsageRecord Charge 10341    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:46 
UsageRecord Charge 10342    LWAradio ilikeit torque     -0.18 2013-07-11 08:50:54 
UsageRecord Charge 10340    LWAradio ilikeit torque     -0.53 2013-07-11 08:50:58 
UsageRecord Charge 10335    LWAradio ilikeit torque     -1.29 2013-07-11 08:50:58 
UsageRecord Charge 10343    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:02 
UsageRecord Charge 10327    LWAradio ilikeit torque     -3.47 2013-07-11 08:51:06 
UsageRecord Charge 10344    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:06 
UsageRecord Charge 10346    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:10 
UsageRecord Charge 10348    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:10 
UsageRecord Charge 10330    LWAradio ilikeit torque     -2.36 2013-07-11 08:51:14 
UsageRecord Charge 10349    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:14 
UsageRecord Charge 10350    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:15 
UsageRecord Charge 10345    LWAradio ilikeit torque     -0.89 2013-07-11 08:51:22 
UsageRecord Charge 10351    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:22 
UsageRecord Charge 10352    LWAradio ilikeit torque     -0.36 2013-07-11 08:51:26 
UsageRecord Charge 10353    LWAradio ilikeit torque     -0.36 2013-07-11 08:51:27 
UsageRecord Charge 10355    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:30 
UsageRecord Charge 10357    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:34 
UsageRecord Charge 10332    LWAradio ilikeit torque     -3.24 2013-07-11 08:51:38 
UsageRecord Charge 10359    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:39 
UsageRecord Charge 10354    LWAradio ilikeit torque     -0.53 2013-07-11 08:51:39 
UsageRecord Charge 10358    LWAradio ilikeit torque     -0.71 2013-07-11 08:51:50 
UsageRecord Charge 10362    LWAradio ilikeit torque     -0.36 2013-07-11 08:51:51 
UsageRecord Charge 10363    LWAradio ilikeit torque     -0.18 2013-07-11 08:51:58 
UsageRecord Charge 10364    LWAradio ilikeit torque     -0.36 2013-07-11 08:52:02 
UsageRecord Charge 10365    LWAradio ilikeit torque     -0.18 2013-07-11 08:52:02 
UsageRecord Charge 10361    LWAradio ilikeit torque     -1.07 2013-07-11 08:52:06 
UsageRecord Charge 10347    LWAradio ilikeit torque     -2.84 2013-07-11 08:52:14 
UsageRecord Charge 10360    LWAradio ilikeit torque     -1.42 2013-07-11 08:52:14 
UsageRecord Charge 10368    LWAradio ilikeit torque     -0.18 2013-07-11 08:52:15 
UsageRecord Charge 10356    LWAradio ilikeit torque     -2.13 2013-07-11 08:52:19 
UsageRecord Charge 10367    LWAradio ilikeit torque     -0.53 2013-07-11 08:52:19 
UsageRecord Charge 10366    LWAradio ilikeit torque     -0.89 2013-07-11 08:52:27 
UsageRecord Charge 10373    LWAradio ilikeit torque     -0.13 2013-07-11 08:52:28 
UsageRecord Charge 10370    LWAradio ilikeit torque     -0.36 2013-07-11 08:52:28 
UsageRecord Charge 10372    LWAradio ilikeit torque     -0.58 2013-07-11 08:52:35 
UsageRecord Charge 10374    LWAradio ilikeit torque     -0.36 2013-07-11 08:52:39 
UsageRecord Charge 10376    LWAradio ilikeit torque     -0.36 2013-07-11 08:52:39 
UsageRecord Charge 10375    LWAradio ilikeit torque     -0.53 2013-07-11 08:52:43 
UsageRecord Charge 10371    LWAradio ilikeit torque     -1.29 2013-07-11 08:52:47 
UsageRecord Charge 10379    LWAradio ilikeit torque     -0.36 2013-07-11 08:52:51 
UsageRecord Charge 10380    LWAradio ilikeit torque     -0.18 2013-07-11 08:52:52 
UsageRecord Charge 10382    LWAradio ilikeit torque     -0.22 2013-07-11 08:52:59 
UsageRecord Charge 10384    LWAradio ilikeit torque     -0.18 2013-07-11 08:53:03 
UsageRecord Charge 10383    LWAradio ilikeit torque     -0.53 2013-07-11 08:53:08 
UsageRecord Charge 10378    LWAradio ilikeit torque     -1.47 2013-07-11 08:53:16 
UsageRecord Charge 10369    LWAradio ilikeit torque     -2.58 2013-07-11 08:53:16 
UsageRecord Charge 10381    LWAradio ilikeit torque     -1.11 2013-07-11 08:53:17 
UsageRecord Charge 10386    LWAradio ilikeit torque     -0.18 2013-07-11 08:53:17 
UsageRecord Charge 10385    LWAradio ilikeit torque     -0.58 2013-07-11 08:53:30 
UsageRecord Charge 10388    LWAradio ilikeit torque     -0.62 2013-07-11 08:53:31 
UsageRecord Charge 10390    LWAradio ilikeit torque     -0.62 2013-07-11 08:53:31 
UsageRecord Charge 10377    LWAradio ilikeit torque     -2.44 2013-07-11 08:53:39 
UsageRecord Charge 10391    LWAradio ilikeit torque     -0.40 2013-07-11 08:53:40 
UsageRecord Charge 10392    LWAradio ilikeit torque     -0.40 2013-07-11 08:53:40 
UsageRecord Charge 10393    LWAradio ilikeit torque     -0.40 2013-07-11 08:53:44 
UsageRecord Charge 10396    LWAradio ilikeit torque     -0.22 2013-07-11 08:53:48 
UsageRecord Charge 10389    LWAradio ilikeit torque     -1.24 2013-07-11 08:53:48 
UsageRecord Charge 10397    LWAradio ilikeit torque     -0.18 2013-07-11 08:53:58 
UsageRecord Charge 10399    LWAradio ilikeit torque     -0.44 2013-07-11 08:53:59 
UsageRecord Charge 10400    LWAradio ilikeit torque     -0.40 2013-07-11 08:54:07 
UsageRecord Charge 10401    LWAradio ilikeit torque     -0.40 2013-07-11 08:54:08 
UsageRecord Charge 10387    LWAradio ilikeit torque     -2.27 2013-07-11 08:54:18 
UsageRecord Charge 10394    LWAradio ilikeit torque     -1.24 2013-07-11 08:54:19 
UsageRecord Charge 10398    LWAradio ilikeit torque     -0.84 2013-07-11 08:54:19 
UsageRecord Charge 10395    LWAradio ilikeit torque    -23.38 2013-07-11 09:02:38 
UsageRecord Charge 10403    LWAradio ilikeit torque    -22.13 2013-07-11 09:02:39 
UsageRecord Charge 10402    LWAradio ilikeit torque    -22.13 2013-07-11 09:02:39 
UsageRecord Charge 10404    LWAradio ilikeit torque    -22.22 2013-07-11 09:02:57 
UsageRecord Charge 10405    LWAradio ilikeit torque    -22.22 2013-07-11 09:02:57 
UsageRecord Charge 10406    LWAradio ilikeit torque    -22.22 2013-07-11 09:02:58 
UsageRecord Charge 10499    LWAradio ilikeit torque   -200.36 2013-07-11 10:18:36 
UsageRecord Charge 10498    LWAradio ilikeit torque   -207.87 2013-07-11 10:21:15 
UsageRecord Charge 10496    LWAradio ilikeit torque   -209.64 2013-07-11 10:21:35 
UsageRecord Charge 10497    LWAradio ilikeit torque   -217.96 2013-07-11 10:24:45 
UsageRecord Charge 10494    LWAradio ilikeit torque   -221.42 2013-07-11 10:26:05 
UsageRecord Charge 10495    LWAradio ilikeit torque   -224.36 2013-07-11 10:27:13 
UsageRecord Charge 10505    LWAradio ilikeit torque    -89.64 2013-07-11 11:01:21 
UsageRecord Charge 10504    LWAradio ilikeit torque   -107.91 2013-07-11 11:06:38 
UsageRecord Charge 10503    LWAradio ilikeit torque   -125.64 2013-07-11 11:12:15 
UsageRecord Charge 10502    LWAradio ilikeit torque   -174.18 2013-07-11 11:27:14 
UsageRecord Charge 10501    LWAradio ilikeit torque   -229.33 2013-07-11 11:47:23 
UsageRecord Charge 10506    LWAradio ilikeit torque   -124.31 2013-07-11 11:48:21 
UsageRecord Charge 10507    LWAradio ilikeit torque   -114.18 2013-07-11 11:49:35 
UsageRecord Charge 10508    LWAradio ilikeit torque   -111.38 2013-07-11 11:54:33 
UsageRecord Charge 10500    LWAradio ilikeit torque   -275.51 2013-07-11 12:02:09 
UsageRecord Charge 10509    LWAradio ilikeit torque    -92.49 2013-07-11 12:02:10 
UsageRecord Charge 10512    LWAradio ilikeit torque    -71.82 2013-07-11 12:16:35 
UsageRecord Charge 10511    LWAradio ilikeit torque    -83.51 2013-07-11 12:20:06 
UsageRecord Charge 10510    LWAradio ilikeit torque    -92.93 2013-07-11 12:22:33 
UsageRecord Charge 10513    LWAradio ilikeit torque    -84.71 2013-07-11 12:26:27 
UsageRecord Charge 10515    LWAradio ilikeit torque    -69.20 2013-07-11 12:28:37 
UsageRecord Charge 10514    LWAradio ilikeit torque    -74.18 2013-07-11 12:30:06 
UsageRecord Charge 10516    LWAradio ilikeit torque    -82.27 2013-07-11 12:47:34 
UsageRecord Charge 10517    LWAradio ilikeit torque    -80.09 2013-07-11 12:50:20 
UsageRecord Charge 10518    LWAradio ilikeit torque    -76.98 2013-07-11 12:51:40 
UsageRecord Charge 10519    LWAradio ilikeit torque    -75.29 2013-07-11 12:55:12 
UsageRecord Charge 10520    LWAradio ilikeit torque    -72.93 2013-07-11 12:56:29 
UsageRecord Charge 10521    LWAradio ilikeit torque    -72.80 2013-07-11 12:57:35 
UsageRecord Charge 10522    LWAradio ilikeit torque    -75.69 2013-07-11 13:16:28 
UsageRecord Charge 10523    LWAradio ilikeit torque    -74.40 2013-07-11 13:18:44 
UsageRecord Charge 10524    LWAradio ilikeit torque    -78.04 2013-07-11 13:21:07 
UsageRecord Charge 10525    LWAradio ilikeit torque    -74.98 2013-07-11 13:23:37 
UsageRecord Charge 10527    LWAradio ilikeit torque    -71.47 2013-07-11 13:24:42 
UsageRecord Charge 10526    LWAradio ilikeit torque    -78.89 2013-07-11 13:26:13 
UsageRecord Charge 10532    LWAradio ilikeit torque    -48.44 2013-07-11 13:42:56 
UsageRecord Charge 10528    LWAradio ilikeit torque    -70.58 2013-07-11 13:43:24 
UsageRecord Charge 10529    LWAradio ilikeit torque    -64.53 2013-07-11 13:43:25 
UsageRecord Charge 10530    LWAradio ilikeit torque    -62.13 2013-07-11 13:44:43 
UsageRecord Charge 10531    LWAradio ilikeit torque    -56.27 2013-07-11 13:44:56 
UsageRecord Charge 10538    LWAradio ilikeit torque   -213.11 2013-07-11 15:05:02 
UsageRecord Charge 10533    LWAradio ilikeit torque   -267.91 2013-07-11 15:06:48 
UsageRecord Charge 10536    LWAradio ilikeit torque   -226.98 2013-07-11 15:08:41 
UsageRecord Charge 10535    LWAradio ilikeit torque   -229.07 2013-07-11 15:09:30 
UsageRecord Charge 10537    LWAradio ilikeit torque   -228.84 2013-07-11 15:10:46 
UsageRecord Charge 10534    LWAradio ilikeit torque   -248.36 2013-07-11 15:16:27 
UsageRecord Charge 10543    LWAradio ilikeit torque   -106.04 2013-07-11 15:50:58 
UsageRecord Charge 10542    LWAradio ilikeit torque   -122.18 2013-07-11 15:55:23 
UsageRecord Charge 10544    LWAradio ilikeit torque   -131.38 2013-07-11 16:05:48 
UsageRecord Charge 10541    LWAradio ilikeit torque   -156.49 2013-07-11 16:07:50 
UsageRecord Charge 10540    LWAradio ilikeit torque   -193.87 2013-07-11 16:19:40 
UsageRecord Charge 10546    LWAradio ilikeit torque    -69.02 2013-07-11 16:21:45 
UsageRecord Charge 10545    LWAradio ilikeit torque    -83.64 2013-07-11 16:22:48 
UsageRecord Charge 10539    LWAradio ilikeit torque   -225.51 2013-07-11 16:29:52 
UsageRecord Charge 10547    LWAradio ilikeit torque    -65.69 2013-07-11 16:30:43 
UsageRecord Charge 10548    LWAradio ilikeit torque    -63.87 2013-07-11 16:31:58 
UsageRecord Charge 10550    LWAradio ilikeit torque    -73.20 2013-07-11 16:49:43 
UsageRecord Charge 10549    LWAradio ilikeit torque    -82.67 2013-07-11 16:51:06 
UsageRecord Charge 10551    LWAradio ilikeit torque    -76.27 2013-07-11 16:51:30 
UsageRecord Charge 10553    LWAradio ilikeit torque    -67.87 2013-07-11 16:56:16 
UsageRecord Charge 10554    LWAradio ilikeit torque    -68.58 2013-07-11 16:57:58 
UsageRecord Charge 10552    LWAradio ilikeit torque    -75.33 2013-07-11 16:58:44 
UsageRecord Charge 10559    LWAradio ilikeit torque    -58.80 2013-07-11 17:14:03 
UsageRecord Charge 10555    LWAradio ilikeit torque    -72.27 2013-07-11 17:18:08 
UsageRecord Charge 10556    LWAradio ilikeit torque    -73.47 2013-07-11 17:18:58 
UsageRecord Charge 10560    LWAradio ilikeit torque    -60.13 2013-07-11 17:22:32 
UsageRecord Charge 10557    LWAradio ilikeit torque    -70.49 2013-07-11 17:24:45 
UsageRecord Charge 10558    LWAradio ilikeit torque    -69.33 2013-07-11 17:25:39 
UsageRecord Charge 10561    LWAradio ilikeit torque    -68.93 2013-07-11 17:42:35 
UsageRecord Charge 10562    LWAradio ilikeit torque    -71.11 2013-07-11 17:46:44 
UsageRecord Charge 10563    LWAradio ilikeit torque    -72.49 2013-07-11 17:47:51 
UsageRecord Charge 10564    LWAradio ilikeit torque    -66.98 2013-07-11 17:49:06 
UsageRecord Charge 10565    LWAradio ilikeit torque    -64.04 2013-07-11 17:49:59 
UsageRecord Charge 10566    LWAradio ilikeit torque    -65.42 2013-07-11 17:52:15 
UsageRecord Charge 10567    LWAradio ilikeit torque    -58.53 2013-07-11 18:05:55 
UsageRecord Charge 10571    LWAradio ilikeit torque    -44.00 2013-07-11 18:07:46 
UsageRecord Charge 10569    LWAradio ilikeit torque    -59.07 2013-07-11 18:10:42 
UsageRecord Charge 10568    LWAradio ilikeit torque    -61.42 2013-07-11 18:10:52 
UsageRecord Charge 10570    LWAradio ilikeit torque    -55.87 2013-07-11 18:11:15 
UsageRecord Charge 10572    LWAradio ilikeit torque   -323.16 2013-07-11 19:54:23 
UsageRecord Charge 10574    LWAradio ilikeit torque   -318.93 2013-07-11 20:08:38 
UsageRecord Charge 10573    LWAradio ilikeit torque   -330.49 2013-07-11 20:11:09 
UsageRecord Charge 10577    LWAradio ilikeit torque   -305.78 2013-07-11 20:14:38 
UsageRecord Charge 10576    LWAradio ilikeit torque   -329.02 2013-07-11 20:16:16 
UsageRecord Charge 10575    LWAradio ilikeit torque   -367.38 2013-07-11 20:30:36 
UsageRecord Charge 10578    LWAradio ilikeit torque   -272.71 2013-07-11 21:38:09 
UsageRecord Charge 10579    LWAradio ilikeit torque   -271.33 2013-07-11 21:50:27 
UsageRecord Charge 10581    LWAradio ilikeit torque   -255.51 2013-07-11 21:50:31 
UsageRecord Charge 10582    LWAradio ilikeit torque   -255.87 2013-07-11 21:52:43 
UsageRecord Charge 10580    LWAradio ilikeit torque   -275.38 2013-07-11 21:54:34 
UsageRecord Charge 10583    LWAradio ilikeit torque   -253.33 2013-07-11 22:06:03 
UsageRecord Charge 10588    LWAradio ilikeit torque   -123.87 2013-07-11 22:41:23 
UsageRecord Charge 10587    LWAradio ilikeit torque   -150.71 2013-07-11 22:49:32 
UsageRecord Charge 10589    LWAradio ilikeit torque   -127.29 2013-07-11 22:53:51 
UsageRecord Charge 10586    LWAradio ilikeit torque   -175.16 2013-07-11 22:56:32 
UsageRecord Charge 10584    LWAradio ilikeit torque   -241.42 2013-07-11 23:08:51 
UsageRecord Charge 10590    LWAradio ilikeit torque    -90.00 2013-07-11 23:15:19 
UsageRecord Charge 10585    LWAradio ilikeit torque   -239.96 2013-07-11 23:20:46 
UsageRecord Charge 10591    LWAradio ilikeit torque    -89.24 2013-07-11 23:23:20 
UsageRecord Charge 10592    LWAradio ilikeit torque    -84.58 2013-07-11 23:25:56 
UsageRecord Charge 10593    LWAradio ilikeit torque    -97.87 2013-07-11 23:33:21 
UsageRecord Charge 10594    LWAradio ilikeit torque    -69.42 2013-07-11 23:35:04 
UsageRecord Charge 10598    LWAradio ilikeit torque    -59.51 2013-07-11 23:43:31 
UsageRecord Charge 10597    LWAradio ilikeit torque    -63.38 2013-07-11 23:49:46 
UsageRecord Charge 10596    LWAradio ilikeit torque    -72.36 2013-07-11 23:50:48 
UsageRecord Charge 10600    LWAradio ilikeit torque    -65.51 2013-07-11 23:59:46 
UsageRecord Charge 10599    LWAradio ilikeit torque    -70.44 2013-07-12 00:00:03 
UsageRecord Charge 10595    LWAradio ilikeit torque   -129.42 2013-07-12 00:03:56 
UsageRecord Charge 10601    LWAradio ilikeit torque    -72.31 2013-07-12 00:10:51 
UsageRecord Charge 10603    LWAradio ilikeit torque    -74.40 2013-07-12 00:18:49 
UsageRecord Charge 10602    LWAradio ilikeit torque    -79.47 2013-07-12 00:19:42 
UsageRecord Charge 10605    LWAradio ilikeit torque    -65.96 2013-07-12 00:25:15 
UsageRecord Charge 10604    LWAradio ilikeit torque    -73.91 2013-07-12 00:27:48 
UsageRecord Charge 10606    LWAradio ilikeit torque    -63.64 2013-07-12 00:28:02 
UsageRecord Charge 10607    LWAradio ilikeit torque    -67.96 2013-07-12 00:36:33 
UsageRecord Charge 10608    LWAradio ilikeit torque    -66.76 2013-07-12 00:44:07 
UsageRecord Charge 10609    LWAradio ilikeit torque    -65.11 2013-07-12 00:44:44 
UsageRecord Charge 10612    LWAradio ilikeit torque    -61.24 2013-07-12 00:51:31 
UsageRecord Charge 10610    LWAradio ilikeit torque    -70.04 2013-07-12 00:51:34 
UsageRecord Charge 10611    LWAradio ilikeit torque    -63.38 2013-07-12 00:52:07 
UsageRecord Charge 10615    LWAradio ilikeit torque    -40.58 2013-07-12 01:00:19 
UsageRecord Charge 10613    LWAradio ilikeit torque    -66.40 2013-07-12 01:01:31 
UsageRecord Charge 10614    LWAradio ilikeit torque    -47.82 2013-07-12 01:02:33 
UsageRecord Charge 10618    LWAradio ilikeit torque   -261.56 2013-07-12 02:30:20 
UsageRecord Charge 10616    LWAradio ilikeit torque   -263.51 2013-07-12 02:30:52 
UsageRecord Charge 10621    LWAradio ilikeit torque   -250.27 2013-07-12 02:36:46 
UsageRecord Charge 10619    LWAradio ilikeit torque   -263.16 2013-07-12 02:39:11 
UsageRecord Charge 10617    LWAradio ilikeit torque   -286.49 2013-07-12 02:39:11 
